RouteId,RouteVarId,StopId,Code,Name,StopType,Zone,Ward,AddressNo,Street,SupportDisability,Status,Lng,Lat,Search,Routes
55,1,2811,Q7 142,Chợ Chiều,Trụ dừng,Quận 7,Phường Tân Quy,83,Đường số 17,,Đang khai thác,106.713429,10.744914,CC 83 Ds17,"34"
55,1,2810,Q7 146,Đường Số 43,Trụ dừng,Quận 7,None,77,Mai Văn Vĩnh,,Đang khai thác,106.713649,10.74328,DS43 77 MVV,"34"
55,1,1997,Q7 147,Mai Văn Vĩnh,Trụ dừng,Quận 7,Phường Tân Quy,52A,Mai Văn Vĩnh,,Đang khai thác,106.713615,10.739471,MVV 52A MVV,"34"
55,1,1351,Q7 113,Mai Văn Vĩnh,Trụ dừng,Quận 7,None,351,Nguyễn Thị Thập,,Đang khai thác,106.714003,10.738368,MVV 351 NTT,"139, 31, 34"
55,1,1352,Q7 114,Lâm Văn Bền,Trụ dừng,Quận 7,None,269-271,Nguyễn Thị Thập,,Đang khai thác,106.717522,10.738152,LVB 269-271 NTT,"139, 31, 34"
55,1,1354,Q7 175,Chợ Tân Mỹ,Trụ dừng,Quận 7,Phường Tân Phú,Đối diện chung cư Tân Mỹ,Tân Mỹ,,Đang khai thác,106.717962,10.735522,CTM DdccTM TM,"139, 34"
55,1,1353,Q7 151,Bệnh viện Tim Tâm Đức,Trụ dừng,Quận 7,None,Bệnh viện Việt Pháp,Nguyễn Lương Bằng,,Đang khai thác,106.718928,10.733045,BvTTD BvVP NLB,"139, 34"
55,1,869,Q7 088,Bệnh viện Việt Pháp,Trụ dừng,Quận 7,None,Bệnh viện Việt Pháp,Nguyễn Văn Linh,,Đang khai thác,106.718912,10.731063,BvVP BvVP NVL,"102, 34"
55,1,864,Q7 087,Nguyễn Lương Bằng,Trụ dừng,Quận 7,Phường Tân Phong,838-840 (388),Nguyễn Văn Linh,,Đang khai thác,106.712801,10.729419,NLB 838-840( NVL,"102, 34"
55,1,865,Q7 089,Hưng Vượng,Trụ dừng,Quận 7,None,Kế A001,Nguyễn Văn Linh,,Đang khai thác,106.709567,10.72934,HV KA NVL,"102, 34"
55,1,872,Q7 090,Sky Garden,Trụ dừng,Quận 7,None,1048 (Kế siêu thị Fivimart),Nguyễn Văn Linh,,Đang khai thác,106.7049,10.729234,SG 1048(stF NVL,"102, 123, 124, 34, 68"
55,1,2689,Q7 139,Lê Văn Lương,Trụ dừng,Quận 7,Phường Tân Phong,Ngã 3 Lê Văn Lương,Nguyễn Văn Linh,,Đang khai thác,106.699315,10.72905,LVL N3LVL NVL,"102, 34"
55,1,868,Q7 092,Đại học RMIT,Trụ dừng,Quận 7,None,Trường đại học RMIT,Nguyễn Văn Linh,,Đang khai thác,106.695061,10.728839,DhR TdhR NVL,"102, 34"
55,1,873,HBC 001,Trung Sơn,Trụ dừng,Huyện Bình Chánh,None,12-14,Nguyễn Văn Linh,,Đang khai thác,106.687117,10.728639,TS 12-14 NVL,"102, 34"
55,1,870,HBC 002,Cầu Ông Bé,Trụ dừng,Huyện Bình Chánh,None,Trụ điện  T NVL 14,Nguyễn Văn Linh,,Đang khai thác,106.683946,10.728575,COB TdTN14 NVL,"102, 34"
55,1,875,HBC 003,Phúc Minh,Trụ dừng,Huyện Bình Chánh,None,C10/5A (C10/56),Nguyễn Văn Linh,,Đang khai thác,106.679472,10.728486,PM C( NVL,"102, 34"
55,1,2812,HBC 160,Ấp 4A,Trụ dừng,Huyện Bình Chánh,Xã Bình Hưng,C9/4,Phạm Hùng,,Đang khai thác,106.676742,10.729392,A4A C PH,"34"
55,1,2813,HBC 161,Chợ Tạm Ấp 4,Trụ dừng,Huyện Bình Chánh,Xã Bình Hưng,Chợ tạm Ấp 4,Phạm Hùng,,Đang khai thác,106.674623,10.732275,CTA4 CtA4 PH,"34"
55,1,2815,HBC 162,Centre Mall,Trụ dừng,Huyện Bình Chánh,Xã Bình Hưng,369,Phạm Hùng,,Đang khai thác,106.673153,10.734389,CM 369 PH,"34"
55,1,2079,HBC 163,Hòa Bình,Trụ dừng,Huyện Bình Chánh,Xã Bình Hưng,9 Hồ bơi Hòa Bình,Phạm Hùng,,Đang khai thác,106.671941,10.736091,HB 9HbHB PH,"34"
55,1,3339,Q8 060,Đường 1011,Trụ dừng,Quận 8,None,Đối diện 831,Tạ Quang Bửu,,Đang khai thác,106.669121,10.736265,D1011 Dd831 TQB,"34, 59"
55,1,7655,Q8 149,THCS Tạ Quang Bửu,Trụ dừng,Quận 8,Phường 05,894A-894B,Tạ Quang Bửu,Có,Đang khai thác,106.66133,10.73441,TTQB 894A-894B TQB,"34"
55,1,496,BX 20,Bến xe buýt Quận 8,Bến xe,Quận 8,None,BẾN XE BUÝT QUẬN 8,Quốc lộ 50,,Đang khai thác,106.656357,10.733545,BxbQ8 BXBQ8 Ql50,"08, 22, 25, 34, 59, 62, 62-11, 62-9"
57,113,35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 120, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 61-6, 65, 69, 70-3, 72, 75, 86, 88, 93, D1"
57,113,7276,Q1 190,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,277-279-275Y,Phạm Ngũ Lão,Có,Đang khai thác,106.690941,10.76767,TTT 277-279-275Y PNL,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 75, 86, 88, 93"
57,113,7277,Q1 191,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,187,Phạm Ngũ Lão,Có,Đang khai thác,106.693699,10.768788,NTN 187 PNL,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 93, DL01"
57,113,7278,Q1 192,Trường Emst Thalmann,Nhà chờ,Quận 1,Phường Phạm Ngũ Lão,Trường Emst Thalmann,Phạm Ngũ Lão,Có,Đang khai thác,106.695587,10.769504,TET TET PNL,"03, 04, 102, 109, 18, 19, 20, 34, 36, 39, 52, 65, 69, 93"
57,113,7264,Q1 178,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm nghi 3,Hàm Nghi,Có,Đang khai thác,106.700758,10.770985,TTctdHN Hn3 HN,"18, 31, 36, 44, 65"
57,113,1256,Q1 195,Chợ Cũ,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,89A,Hàm Nghi,,Đang khai thác,106.701998,10.770811,CC 89A HN,"01, 03, 04, 152, 18, 19, 31, 36, 45, 52, 56, 61-6, 75, 86, 88, 93"
57,113,4271,Q1 078,Đền Thờ Ấn Giáo, Pasteur,Nhà chờ,Quận 1,None,Đền Thờ Ấn Giáo,Pasteur,,Đang khai thác,106.70139,10.773595,DTAGP DTAG P,"04, 109, 152, 18, 31, 36, 52, 93"
57,113,2724,Q1 079,Lê Thánh Tôn,Trụ dừng,Quận 1,None,144,Pasteur,,Đang khai thác,106.700768,10.775088,LTT 144 P,"04, 109, 152, 18, 31, 36, 52, 93"
57,113,4272,Q1 080,Lý Tự Trọng,Trụ dừng,Quận 1,None,158,Pasteur,,Đang khai thác,106.699657,10.777089,LTT 158 P,"04, 109, 152, 18, 31, 36, 52, 93"
57,113,4273,Q1 081,Lê Duẫn,Trụ dừng,Quận 1,None,178,Pasteur,,Đang khai thác,106.698333,10.778307999999999,LD 178 P,"04, 109, 120, 152, 18, 31, 36, 52, 93"
57,113,2704,Q3 116,Nhà Văn Hóa Thanh Niên,Trụ dừng,Quận 3,None,6B-8,Phạm Ngọc Thạch,,Đang khai thác,106.696874,10.781862,NVHTN 6B-8 PNT,"30, 36, 52"
57,113,2706,Q3 076,Đại học Kinh tế,Trụ dừng,Quận 3,None,18Bis,Phạm Ngọc Thạch,,Đang khai thác,106.694573,10.784012,DhKt 18Bis PNT,"30, 36"
57,113,2707,Q3 077,Điện Biên Phủ,Trụ dừng,Quận 3,None,42,Phạm Ngọc Thạch,,Đang khai thác,106.69335,10.78514,DBP 42 PNT,"30, 36"
57,113,43,Q1 062,Công viên Lê Văn Tám,Nhà chờ,Quận 1,None,Đối diện 245,Hai Bà Trưng,,Đang khai thác,106.692599,10.787427,CvLVT Dd245 HBT,"03, 31, 36"
57,113,46,Q1 063,Nhà thờ Tân Định,Trụ dừng,Quận 1,None,298,Hai Bà Trưng,,Đang khai thác,106.690399,10.789215,NtTD 298 HBT,"03, 31, 36"
57,113,47,Q1 064,Chợ Tân Định,Trụ dừng,Quận 1,None,372-374,Hai Bà Trưng,,Đang khai thác,106.688843,10.790456,CTD 372-374 HBT,"03, 31, 36"
57,113,2728,Q1 071,Bà Lê Chân,Ô sơn,Quận 1,None,151Bis,Trần Quang Khải,,Đang khai thác,106.690231,10.79162,BLC 151Bis TQK,"31, 36"
57,113,2726,Q1 072,Chợ Dakao,Trụ dừng,Quận 1,None,45-47,Trần Quang Khải,,Đang khai thác,106.694878,10.79239,CD 45-47 TQK,"31, 36"
57,113,2033,QBTH 043,Cầu Bông,Trụ dừng,Quận Bình Thạnh,None,96,Đinh Tiên Hoàng,,Đang khai thác,106.696225,10.796032,CB 96 DTH,"18, 31, 36, 91"
57,113,2727,QBTH 044,Bệnh viện Bình Thạnh,Nhà chờ,Quận Bình Thạnh,None,114,Đinh Tiên Hoàng,,Đang khai thác,106.696419,10.79864,BvBT 114 DTH,"18, 31, 36, 91"
57,113,2109,QBTH 045,Lăng Ông Bà Chiểu,Nhà chờ,Quận Bình Thạnh,None,Đối diện 129,Đinh Tiên Hoàng,,Đang khai thác,106.696579,10.80107,LOBC Dd129 DTH,"18, 31, 36, 91"
57,113,591,QBTH 115,UBND Quận Bình Thạnh,Trụ dừng,Quận Bình Thạnh,Phường 14,6-8,Phan Đăng Lưu,,Đang khai thác,106.695786,10.802819,UQBT 6-8 PDL,"08, 104, 18, 31, 36, 55, 91"
57,113,2039,QBTH 097,Bệnh Viện Gia Định,Nhà chờ,Quận Bình Thạnh,None,2,Nơ Trang Long,,Đang khai thác,106.695013,10.803488,BVGD 2 NTL,"146, 18, 31, 36, 64, 91"
57,113,2035,QBTH 098,Hồ bơi Đại Đồng,Trụ dừng,Quận Bình Thạnh,None,48,Nơ Trang Long,,Đang khai thác,106.695131,10.806355,HbDD 48 NTL,"18, 31, 36, 64"
57,113,1650,QBTH 099,Nhà thờ Bình Hòa,Trụ dừng,Quận Bình Thạnh,None,124,Nơ Trang Long,,Đang khai thác,106.695185,10.809674,NtBH 124 NTL,"31, 36, 64"
57,113,1654,QBTH 118,Chợ Phan Văn Trị,Trụ dừng,Quận Bình Thạnh,None,186B,Phan Văn Trị,,Đang khai thác,106.695335,10.812493,CPVT 186B PVT,"36"
57,113,1652,QBTH 119,Chùa Giác Quang,Trụ dừng,Quận Bình Thạnh,Phường 11,342,Phan Văn Trị,,Đang khai thác,106.694595,10.819544,CGQ 342 PVT,"36"
57,113,539,QGV 001,Bãi hậu cần số 1,Trụ dừng,Quận Gò Vấp,None,Đối diện 439,Phan Văn Trị,,Đang khai thác,106.69195,10.823964,Bhcs1 Dd439 PVT,"07, 148, 36"
57,113,2729,QGV 002,Vincom Plaza,Trụ dừng,Quận Gò Vấp,None,12,Phan Văn Trị,,Đang khai thác,106.688409,10.827184,VP 12 PVT,"146, 36"
57,113,2731,QGV 003,PCCC Quận Gò Vấp,Trụ dừng,Quận Gò Vấp,None,B2 - 15-17,Phan Văn Trị,,Đang khai thác,106.684976,10.828496,PQGV B-15-17 PVT,"146, 36"
57,113,2730,QGV 004,Coop Mart,Trụ dừng,Quận Gò Vấp,None,30D,Phan Văn Trị,,Đang khai thác,106.681516,10.829644,CM 30D PVT,"36"
57,113,2733,QGV 005,Cây xăng Petrolimex,Trụ dừng,Quận Gò Vấp,None,596,Phan Văn Trị,,Đang khai thác,106.679167,10.830403,CxP 596 PVT,"36"
57,113,2732,QGV 006,Nhà máy Z751,Trụ dừng,Quận Gò Vấp,None,2A,Phan Văn Trị,,Đang khai thác,106.675454,10.831694,NmZ 2A PVT,"36"
57,113,2734,QGV 007,Nhà khách Phía Nam,Trụ dừng,Quận Gò Vấp,None,670 (18A),Phan Văn Trị,,Đang khai thác,106.672697,10.832679,NkPN 670( PVT,"36"
57,113,2737,QGV 008,Country House,Trụ dừng,Quận Gò Vấp,None,Đối diện 1287,Phan Văn Trị,,Đang khai thác,106.669881,10.833717,CH Dd1287 PVT,"36"
57,113,2735,QGV 009,Chợ Thông Tây,Trụ dừng,Quận Gò Vấp,None,676,Phan Văn Trị,,Đang khai thác,106.666469,10.83495,CTT 676 PVT,"36"
57,113,2738,QGV 020,Chợ Thông Tây,Trụ dừng,Quận Gò Vấp,None,214,Thống Nhất,,Đang khai thác,106.664736,10.835793,CTT 214 TN,"36"
57,113,2736,QGV 021,Ngã ba Nguyễn Văn Lượng,Trụ dừng,Quận Gò Vấp,None,308,Thống Nhất,,Đang khai thác,106.66523,10.838159,NbNVL 308 TN,"36"
57,113,4744,QGV 022,UBND Phường 16,Trụ dừng,Quận Gò Vấp,Phường 16,328,Thống Nhất,Có,Đang khai thác,106.664811,10.842126,UP16 328 TN,"146, 36"
57,113,2741,QGV 023,Trường Đại học Hồng Bàng,Trụ dừng,Quận Gò Vấp,None,452,Thống Nhất,,Đang khai thác,106.664833,10.845503,TDhHB 452 TN,"146, 36"
57,113,4726,QGV 024,Chùa Tiên Long,Ô sơn,Quận Gò Vấp,Phường 16,540,Thống Nhất,Có,Đang khai thác,106.66465,10.847995,CTL 540 TN,"146, 36"
57,113,2632,QGV 025,Nhà Thờ Hà Nội,Trụ dừng,Quận Gò Vấp,None,716,Thống Nhất,,Đang khai thác,106.665316,10.851836,NTHN 716 TN,"146, 32, 36"
57,113,2633,QGV 075,Nhà thờ Hợp An,Trụ dừng,Quận Gò Vấp,None,671,Phạm Văn Chiêu,,Đang khai thác,106.66435,10.853848,NtHA 671 PVC,"32, 36"
57,113,4738,QGV 076,Trường Lê Thị Hồng Gấm,Trụ dừng,Quận Gò Vấp,Phường 13,545,Phạm Văn Chiêu,Có,Đang khai thác,106.661893,10.852969,TLTHG 545 PVC,"32, 36"
57,113,2743,QGV 059,Cầu Cụt,Trụ dừng,Quận Gò Vấp,None,1370,Lê Đức Thọ,,Đang khai thác,106.656711,10.854575,CC 1370 LDT,"36"
57,113,2742,QGV 060,Nhà thờ Nữ Vương Hòa Bình,Trụ dừng,Quận Gò Vấp,None,1410 (408),Lê Đức Thọ,,Đang khai thác,106.654528,10.856419,NtNVHB 1410( LDT,"103, 36"
57,113,1670,Q12 001,Metro Hiệp Phú,Trụ dừng,Quận 12,None,48,Lê Văn Khương,,Đang khai thác,106.649705,10.863711,MHP 48 LVK,"36, 62"
57,113,1669,Q12 002,Công ty Bia Tiger,Trụ dừng,Quận 12,None,Công ty Bia Tiger,Lê Văn Khương,,Đang khai thác,106.649555,10.868094,CtBT CtBT LVK,"36, 62"
57,113,1674,Q12 003,Bảo hiểm xã hội Quận 12,Trụ dừng,Quận 12,None,270,Lê Văn Khương,,Đang khai thác,106.649335,10.872066,BhxhQ12 270 LVK,"36, 62"
57,113,1671,Q12 004,UBND Phường Thới An,Trụ dừng,Quận 12,None,UBND Phường Thới An,Lê Văn Khương,,Đang khai thác,106.649185,10.875195,UPTA UPTA LVK,"36, 62"
57,113,2745,BX35,Bến xe buýt Thới An,Bến xe,Quận 12,None,BẾN XE BUÝT THỚI AN,Lê Văn Khương,,Đang khai thác,106.64798,10.878467,BxbTA BXBTA LVK,"36, 62, 78"
57,114,2745,BX35,Bến xe buýt Thới An,Bến xe,Quận 12,None,BẾN XE BUÝT THỚI AN,Lê Văn Khương,,Đang khai thác,106.64798,10.878467,BxbTA BXBTA LVK,"36, 62, 78"
57,114,1746,Q12 014,UBND Phường Thới An,Trụ dừng,Quận 12,None,Đài liệt sĩ,Lê Văn Khương,,Đang khai thác,106.648997,10.875496,UPTA Dls LVK,"36, 62"
57,114,1745,Q12 015,Bảo hiểm xã hội Quận 12,Trụ dừng,Quận 12,None,251,Lê Văn Khương,,Đang khai thác,106.649158,10.872488,BhxhQ12 251 LVK,"36, 62"
57,114,1748,Q12 016,Công ty Bia Tiger,Trụ dừng,Quận 12,None,119,Lê Văn Khương,,Đang khai thác,106.649351,10.868505,CtBT 119 LVK,"36, 62"
57,114,1747,Q12 017,Metro Hiệp Phú,Trụ dừng,Quận 12,None,Metro Hiệp Phú,Lê Văn Khương,,Đang khai thác,106.649619,10.863379,MHP MHP LVK,"36, 62"
57,114,973,QGV 061,Nhà thờ Nữ Vương Hòa Bình,Trụ dừng,Quận Gò Vấp,None,Đối diện nhà thờ Nữ Vương Hòa Bình,Lê Đức Thọ,,Đang khai thác,106.653825,10.856836,NtNVHB DdntNVHB LDT,"103, 36"
57,114,2755,QGV 062,Cầu Cụt,Trụ dừng,Quận Gò Vấp,None,1181,Lê Đức Thọ,,Đang khai thác,106.656824,10.854338,CC 1181 LDT,"36"
57,114,4740,QGV 091,Trường Lê Thị Hồng Gấm,Trụ dừng,Quận Gò Vấp,Phường 01,624,Phạm Văn Chiêu,Có,Đang khai thác,106.661314,10.852626,TLTHG 624 PVC,"32, 36"
57,114,2621,QGV 092,Nhà thờ Hợp An,Trụ dừng,Quận Gò Vấp,None,778,Phạm Văn Chiêu,,Đang khai thác,106.664447,10.853701,NtHA 778 PVC,"32, 36"
57,114,2623,QGV 026,Nhà Thờ Hà Nội,Trụ dừng,Quận Gò Vấp,None,687,Thống Nhất,,Đang khai thác,106.665106,10.851082,NTHN 687 TN,"146, 32, 36"
57,114,2758,QGV 027,Chùa Tiên Long,Trụ dừng,Quận Gò Vấp,None,537,Thống Nhất,,Đang khai thác,106.6645,10.847985,CTL 537 TN,"146, 36"
57,114,2759,QGV 028,Trường Đại học Hồng Bàng,Trụ dừng,Quận Gò Vấp,None,429,Thống Nhất,,Đang khai thác,106.664661,10.844581,TDhHB 429 TN,"146, 36"
57,114,2760,QGV 029,UBND Phường 16,Trụ dừng,Quận Gò Vấp,None,375 (109A),Thống Nhất,,Đang khai thác,106.66464,10.8425,UP16 375( TN,"146, 36"
57,114,1754,QGV 030,Ngã ba Nguyễn Văn Lượng,Trụ dừng,Quận Gò Vấp,None,303,Thống Nhất,,Đang khai thác,106.665245,10.839223,NbNVL 303 TN,"146, 36"
57,114,2761,QGV 031,Chợ Thông Tây,Trụ dừng,Quận Gò Vấp,None,195,Thống Nhất,,Đang khai thác,106.664704,10.83632,CTT 195 TN,"36"
57,114,2762,QGV 010,Chợ Thông Tây,Trụ dừng,Quận Gò Vấp,None,1417,Phan Văn Trị,,Đang khai thác,106.665863,10.835008,CTT 1417 PVT,"36"
57,114,2763,QGV 011,Country House,Trụ dừng,Quận Gò Vấp,None,1319,Phan Văn Trị,,Đang khai thác,106.669012,10.83387,CH 1319 PVT,"36"
57,114,2764,QGV 012,Nhà khách Phía Nam,Trụ dừng,Quận Gò Vấp,None,1195-1197,Phan Văn Trị,,Đang khai thác,106.671989,10.832774,NkPN 1195-1197 PVT,"36"
57,114,2766,QGV 013,Du Miên Garden,Trụ dừng,Quận Gò Vấp,None,7,Phan Văn Trị,,Đang khai thác,106.674237,10.831936,DMG 7 PVT,"36"
57,114,2765,QGV 014,Ngã tư Nguyễn Oanh,Trụ dừng,Quận Gò Vấp,None,1071,Phan Văn Trị,,Đang khai thác,106.67672,10.831051,NtNO 1071 PVT,"36"
57,114,2768,QGV 015,Cây xăng Petrolimex,Trụ dừng,Quận Gò Vấp,None,1013,Phan Văn Trị,,Đang khai thác,106.679065,10.830261,CxP 1013 PVT,"36"
57,114,2772,QGV 016,Coop Mart,Trụ dừng,Quận Gò Vấp,None,893,Phan Văn Trị,,Đang khai thác,106.681441,10.82946,CM 893 PVT,"36"
57,114,2770,QGV 017,PCCC Quận Gò Vấp,Trụ dừng,Quận Gò Vấp,None,771,Phan Văn Trị,,Đang khai thác,106.685234,10.828237,PQGV 771 PVT,"36"
57,114,2767,QGV 018,Vincom Plaza,Trụ dừng,Quận Gò Vấp,None,689,Phan Văn Trị,,Đang khai thác,106.687455,10.8275,VP 689 PVT,"36"
57,114,1766,QGV 019,Bãi hậu cần số 1,Nhà chờ,Quận Gò Vấp,None,439,Phan Văn Trị,,Đang khai thác,106.692106,10.823537,Bhcs1 439 PVT,"36"
57,114,1767,QBTH 120,Chùa Giác Quang,Trụ dừng,Quận Bình Thạnh,None,189,Phan Văn Trị,,Đang khai thác,106.694493,10.819264,CGQ 189 PVT,"36"
57,114,1769,QBTH 121,Chợ Phan Văn Trị,Nhà chờ,Quận Bình Thạnh,Phường 11,235,Phan Văn Trị,,Đang khai thác,106.695163,10.813236,CPVT 235 PVT,"36"
57,114,1768,QBTH 110,Nhà thờ Bình Hòa,Trụ dừng,Quận Bình Thạnh,None,89,Nơ Trang Long,,Đang khai thác,106.695035,10.809906,NtBH 89 NTL,"31, 36, 64"
57,114,2107,QBTH 111,Hồ bơi Đại Đồng,Trụ dừng,Quận Bình Thạnh,None,27,Nơ Trang Long,,Đang khai thác,106.694954,10.806992,HbDD 27 NTL,"18, 31, 36, 64"
57,114,2110,QBTH 112,Bệnh Viện Gia Định,Nhà chờ,Quận Bình Thạnh,Phường 12,1,Nơ Trang Long,,Đang khai thác,106.694884,10.803984,BVGD 1 NTL,"146, 18, 31, 36, 64, 91"
57,114,422,QBTHT056,UBND Quận Bình Thạnh,Trụ dừng,Quận Bình Thạnh,None,3,Phan Đăng Lưu,,Đang khai thác,106.695153,10.802666,UQBT 3 PDL,"08, 104, 18, 31, 36, 55"
57,114,2037,QBTH 046,Lăng Ông Bà Chiểu,Nhà chờ,Quận Bình Thạnh,None,129,Đinh Tiên Hoàng,,Đang khai thác,106.696435,10.801807,LOBC 129 DTH,"18, 31, 36, 91"
57,114,2034,QBTH 047,Bệnh viện Bình Thạnh,Trụ dừng,Quận Bình Thạnh,None,95,Đinh Tiên Hoàng,,Đang khai thác,106.69615,10.797571,BvBT 95 DTH,"18, 31, 36, 91"
57,114,2112,QBTH 048,Cầu Bông,Trụ dừng,Quận Bình Thạnh,None,51,Đinh Tiên Hoàng,,Đang khai thác,106.696011,10.795247,CB 51 DTH,"18, 31, 36, 91"
57,114,4269,Q1 069,Đa Kao,Trụ dừng,Quận 1,None,30,Trần Quang Khải,,Đang khai thác,106.695195,10.792622,DK 30 TQK,"31, 36"
57,114,4270,Q1 070,Nguyễn Hữu Cầu,Trụ dừng,Quận 1,Phường Tân Định,98-100,Trần Quang Khải,,Đang khai thác,106.69269,10.792212,NHC 98-100 TQK,"31, 36"
57,114,234,Q3 030,Chợ Tân Định,Trụ dừng,Quận 3,None,295,Hai Bà Trưng,,Đang khai thác,106.690445,10.788972,CTD 295 HBT,"03, 31, 36"
57,114,2769,Q3 079,Phạm Ngọc Thạch,Trụ dừng,Quận 3,None,61-63,Phạm Ngọc Thạch,,Đang khai thác,106.691833,10.786242,PNT 61-63 PNT,"36"
57,114,2565,Q3 080,Điện Biên Phủ,Trụ dừng,Quận 3,None,43,Phạm Ngọc Thạch,,Đang khai thác,106.693372,10.784824,DBP 43 PNT,"30, 36"
57,114,2566,Q3 081,Đại học Kinh tế,Nhà chờ,Quận 3,None,17,Phạm Ngọc Thạch,,Đang khai thác,106.695201,10.783211,DhKt 17 PNT,"30, 36"
57,114,2567,Q3 117,Nhà Văn Hóa Thanh Niên,Trụ dừng,Quận 3,None,3-5,Phạm Ngọc Thạch,,Đang khai thác,106.696794,10.781741,NVHTN 3-5 PNT,"30, 36, 52"
57,114,2568,Q1 005,Nhà Thờ Đức Bà,Trụ dừng,Quận 1,None,1,Công xã Paris,,Đang khai thác,106.699154,10.779233,NTDB 1 CxP,"120, 36, D1"
57,114,2771,Q1 159,Pasteur,Trụ dừng,Quận 1,None,84,Nguyễn Du,,Đang khai thác,106.699192,10.77831,P 84 ND,"36"
57,114,2774,Q1 160,Nam Kỳ Khởi Nghĩa,Trụ dừng,Quận 1,None,100,Nguyễn Du,,Đang khai thác,106.698259,10.777256,NKKN 100 ND,"36"
57,114,200,Q1 075,Tòa án Nhân dân Thành Phố,Nhà chờ,Quận 1,None,131,Nam Kỳ Khởi Nghĩa,,Đang khai thác,106.698647,10.776052,TaNdTP 131 NKKN,"04, 109, 152, 18, 31, 36, 52, 93"
57,114,199,Q1 076,Chùa Ông,Trụ dừng,Quận 1,None,Đối diện 96A,Nam Kỳ Khởi Nghĩa,,Đang khai thác,106.699722,10.773957,CO Dd96A NKKN,"04, 109, 152, 18, 31, 36, 44, 52, 93"
57,114,201,Q1 077,Trường CĐKT Cao Thắng,Trụ dừng,Quận 1,None,Đối diện 86,Nam Kỳ Khởi Nghĩa,,Đang khai thác,106.700851,10.771416,TCCT Dd86 NKKN,"04, 109, 152, 18, 31, 36, 52, 93"
57,114,7272,Q1 186,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Bến Thành,Hàm Nghi 14 (138),Hàm Nghi,Có,Đang khai thác,106.699525,10.771254,TTctdHN HN14( HN,"31, 36"
57,114,7273,Q1 187,Khách sạn New World,Ô sơn,Quận 1,Phường Bến Thành,Đối diện cây xanh số 105,Lê Lai,Có,Đang khai thác,106.695946,10.770964,KsNW Ddcxs105 LL,"03, 04, 102, 109, 18, 19, 20, 34, 36, 39, 52, 75, 86, 88, 93"
57,114,7274,Q1 188,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Bến Thành,94-96,Lê Lai,Có,Đang khai thác,106.693495,10.769952,NTN 94-96 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93"
57,114,7275,Q1 189,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Bến Thành,202-204,Lê Lai,Có,Đang khai thác,106.690469,10.768761,TTT 202-204 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93"
57,114,35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 120, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 61-6, 65, 69, 70-3, 72, 75, 86, 88, 93, D1"
60,3,35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 120, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 61-6, 65, 69, 70-3, 72, 75, 86, 88, 93, D1"
60,3,7276,Q1 190,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,277-279-275Y,Phạm Ngũ Lão,Có,Đang khai thác,106.690941,10.76767,TTT 277-279-275Y PNL,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 75, 86, 88, 93"
60,3,7277,Q1 191,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,187,Phạm Ngũ Lão,Có,Đang khai thác,106.693699,10.768788,NTN 187 PNL,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 93, DL01"
