RouteId,RouteVarId,StopId,Code,Name,StopType,Zone,Ward,AddressNo,Street,SupportDisability,Status,Lng,Lat,Search,Routes
27,54,1420,Q8 031,Trường Bình An,Trụ dừng,Quận 8,None,2673,Phạm Thế Hiển,,Đang khai thác,106.636283,10.724464,TBA 2673 PTH,"140"
27,54,1422,Q8 032,Tòa thánh Cao đài Huỳnh Quang Sắt,Trụ dừng,Quận 8,None,2551-2553,Phạm Thế Hiển,,Đang khai thác,106.638483,10.728712,TtCdHQS 2551-2553 PTH,"140"
27,54,1426,Q8 033,Nhà thờ Bình An,Trụ dừng,Quận 8,None,2305,Phạm Thế Hiển,,Đang khai thác,106.641321,10.731753,NtBA 2305 PTH,"140"
27,54,4700,Q8 034,Chợ Mười Giờ,Ô sơn,Quận 8,None,2225,Phạm Thế Hiển,,Đang khai thác,106.643965,10.733451,CMG 2225 PTH,"140"
27,54,1425,Q8 035,Chợ Mười Giờ,Trụ dừng,Quận 8,None,1935-1937,Phạm Thế Hiển,,Đang khai thác,106.647098,10.735348,CMG 1935-1937 PTH,"140"
27,54,1428,Q8 036,Nhà thờ Bình Thái,Trụ dừng,Quận 8,None,1785,Phạm Thế Hiển,,Đang khai thác,106.649909,10.737029,NtBT 1785 PTH,"140"
27,54,1430,Q8 037,Chợ Lò Than,Trụ dừng,Quận 8,None,1537,Phạm Thế Hiển,,Đang khai thác,106.653616,10.739238,CLT 1537 PTH,"140"
27,54,1427,Q8 038,Cầu Hiệp Ân,Trụ dừng,Quận 8,None,1219,Phạm Thế Hiển,,Đang khai thác,106.659254,10.741409,CHA 1219 PTH,"140, 59"
27,54,1429,Q8 040,Công an Quận 8,Ô sơn,Quận 8,None,987-989,Phạm Thế Hiển,,Đang khai thác,106.667333,10.742869,CaQ8 987-989 PTH,"140"
27,54,1434,Q8 041,Chợ Phạm Thế Hiển,Trụ dừng,Quận 8,None,907,Phạm Thế Hiển,,Đang khai thác,106.672391,10.743744,CPTH 907 PTH,"140"
27,54,1431,Q8 042,Cao Lỗ,Trụ dừng,Quận 8,None,Đối diện 714,Phạm Thế Hiển,,Đang khai thác,106.674972,10.744598,CL Dd714 PTH,"140"
27,54,1433,Q8 043,Ngân hàng Sacombank,Trụ dừng,Quận 8,None,657-659,Phạm Thế Hiển,,Đang khai thác,106.677053,10.745583,NhS 657-659 PTH,"140"
27,54,1435,Q8 044,Cầu Mật,Trụ dừng,Quận 8,None,509-511,Phạm Thế Hiển,,Đang khai thác,106.67899,10.746679,CM 509-511 PTH,"140"
27,54,1438,Q8 045,Công viên Phường 2,Trụ dừng,Quận 8,None,231-233,Phạm Thế Hiển,,Đang khai thác,106.683533,10.749104,CvP2 231-233 PTH,"140, 46, 68"
27,54,1436,Q8 046,Cầu Nguyễn Văn Cừ,Trụ dừng,Quận 8,None,109-111,Phạm Thế Hiển,,Đang khai thác,106.686602,10.750469,CNVC 109-111 PTH,"140, 68"
27,54,1437,Q7 056,Cầu Rạch Ông,Trụ dừng,Quận 7,Phường Tân Hưng,1013,Trần Xuân Soạn,,Đang khai thác,106.692621,10.751291,CRO 1013 TXS,"140, 68"
27,54,1439,Q7 057,Bệnh viện Tân Hưng,Trụ dừng,Quận 7,Phường Tân Hưng,909 (sang 911),Trần Xuân Soạn,,Đang khai thác,106.694836,10.751644,BvTH 909(911) TXS,"140, 68"
27,54,1441,Q7 058,chùa Kiều Đàm,Trụ dừng,Quận 7,Phường Tân Hưng,807,Trần Xuân Soạn,,Đang khai thác,106.698344,10.751655,cKD 807 TXS,"140, 68"
27,54,1440,Q7 059,Ủy ban Phường Tân Hưng,Trụ dừng,Quận 7,Phường Tân Hưng,725-727,Trần Xuân Soạn,,Đang khai thác,106.701713,10.751691,?bPTH 725-727 TXS,"140, 68"
27,54,1447,Q7 060,Ngã 3 Tân Quy,Trụ dừng,Quận 7,Phường Tân Hưng,603-601,Trần Xuân Soạn,,Đang khai thác,106.704552,10.751726,N3TQ 603-601 TXS,"140, 68"
27,54,1442,Q7 176,Ngã 3 Tân Quy,Trụ dừng,Quận 7,Phường Tân Quy,38,Lê Văn Lương,,Đang khai thác,106.705018,10.751333,N3TQ 38 LVL,"140, 34, 68"
27,54,1448,Q7 118,Phan Huy Thực,Ô sơn,Quận 7,Phường Tân Quy,148,Lê Văn Lương,,Đang khai thác,106.704825,10.748961,PHT 148 LVL,"140, 34, 68"
27,54,1443,Q7 119,Quận Đoàn 7,Trụ dừng,Quận 7,None,192,Lê Văn Lương,,Đang khai thác,106.704422,10.746068,QD7 192 LVL,"140, 34, 68"
27,54,1346,Q7 120,Đường số 15,Trụ dừng,Quận 7,None,222,Lê Văn Lương,,Đang khai thác,106.704216,10.744576,Ds15 222 LVL,"139, 140, 38"
27,54,7681,Q7 196,Lotte Mart,Nhà chờ,Quận 7,Phường Tân Hưng,Siêu thị Lotte mart,Nguyễn Thị Thập,Có,Đang khai thác,106.701735,10.740339,LM StLm NTT,"140, 31"
27,54,1247,Q7 077,Siêu thị Lotte,Nhà chờ,Quận 7,Phường Tân Hưng,Siêu thị Lotte,Nguyễn Hữu Thọ,,Đang khai thác,106.701193,10.741214,StL StL NHT,"123, 124, 140, 68, 72, 86"
27,54,1249,Q7 078,Ngã 3 Tân Quy,Trụ dừng,Quận 7,Phường Tân Hưng,458B,Nguyễn Hữu Thọ,,Đang khai thác,106.701708,10.744229,N3TQ 458B NHT,"123, 124, 140, 68, 72, 86"
27,54,1251,Q7 079,Cầu Kinh Tẻ,Nhà chờ,Quận 7,Phường Tân Hưng,Đối diện 44/9,Nguyễn Hữu Thọ,,Đang khai thác,106.702266,10.746832,CKT Dd44/9 NHT,"123, 124, 139, 140, 38, 72, 86"
27,54,4424,Q4 015,Hồ Bơi Quận 4,Nhà chờ,Quận 4,None,120-122,Khánh Hội,Có,Đang khai thác,106.700705,10.756867,HBQ4 120-122 KH,"139, 140, 38, 72, 86"
27,54,1250,Q4 016,Chung cư Tân Vĩnh,Trụ dừng,Quận 4,None,202-204,Khánh Hội,,Đang khai thác,106.699315,10.758727,CcTV 202-204 KH,"123, 124, 139, 140, 38, 72, 86"
27,54,1253,Q4 011,Hoàng Diệu,Trụ dừng,Quận 4,None,303-305,Hoàng Diệu,,Đang khai thác,106.699321,10.760082,HD 303-305 HD,"123, 124, 139, 140, 38, 72, 86"
27,54,1379,Q1 120,Cầu Ông Lãnh,Nhà chờ,Quận 1,Phường Cầu Ông Lãnh,82 - 84 (82A),Nguyễn Thái Học,,Đang khai thác,106.696612,10.766253,COL 82-84( NTH,"139, 140, 31, 46, 72, 86"
27,54,3080,Q1 121,Trần Hưng Đạo,Nhà chờ,Quận 1,Phường Phạm Ngũ Lão,Đối diện số 179,Nguyễn Thái Học,,Đang khai thác,106.695335,10.768434,THD Dds179 NTH,"140, 28, 46, 69, 72"
27,54,7274,Q1 188,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Bến Thành,94-96,Lê Lai,Có,Đang khai thác,106.693495,10.769952,NTN 94-96 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93"
27,54,7275,Q1 189,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Bến Thành,202-204,Lê Lai,Có,Đang khai thác,106.690469,10.768761,TTT 202-204 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93"
27,54,35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 120, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 61-6, 65, 69, 70-3, 72, 75, 86, 88, 93, D1"
40,80,1615,BX34,Bến xe buýt Hiệp Thành,Bến xe,Quận 12,None,BẾN XE BUÝT HIỆP THÀNH,Hiệp Thành 17,,Đang khai thác,106.641739,10.877756,BxbHT BXBHT HT17,"145, 146, 18, 48"
40,80,1618,Q12 176,Trường Mầm non Họa Mi 2,Trụ dừng,Quận 12,None,272,Nguyễn Ảnh Thủ,,Đang khai thác,106.640773,10.877308,TMnHM2 272 NAT,"145, 18"
40,80,1620,Q12 177,Nhà Văn hóa Lao động Quận 12,Trụ dừng,Quận 12,None,NVH Lao động Q.12,Nguyễn Ảnh Thủ,,Đang khai thác,106.63888,10.878145,NVhLdQ12 NLdQ NAT,"145, 18"
40,80,1622,Q12 178,Hiệp Thành 11,Trụ dừng,Quận 12,None,61H,Nguyễn Ảnh Thủ,,Đang khai thác,106.634685,10.880495,HT11 61H NAT,"145, 18"
40,80,6836,Q12 181,KCN Tân Thới Hiệp,Ô sơn,Quận 12,Phường Hiệp Thành,77H (434C),Nguyễn Ảnh Thủ,Có,Đang khai thác,106.633108,10.881375,KTTH 77H( NAT,"145, 18"
40,80,1625,Q12 179,Ngã ba Đông Quang,Trụ dừng,Quận 12,None,544,Nguyễn Ảnh Thủ,,Đang khai thác,106.630077,10.88305,NbDQ 544 NAT,"145, 18"
40,80,1627,Q12 180,Cây xăng Sài Gòn Petro,Trụ dừng,Quận 12,None,38/7 (38/4C),Nguyễn Ảnh Thủ,,Đang khai thác,106.628349,10.881949,CxSGP 38/7( NAT,"145, 18"
40,80,6837,Q12 182,Trường Tiểu học Nguyễn Trãi,Trụ dừng,Quận 12,Phường Hiệp Thành,50 (360),Nguyễn Ảnh Thủ,Có,Đang khai thác,106.626102,10.878799,TThNT 50( NAT,"145, 18"
40,80,1631,QHMT112,Tân Chánh Hiệp 39,Trụ dừng,Huyện Hóc Môn,Xã Thới Tam Thôn,100,Nguyễn Ánh Thủ,,Đang khai thác,106.624417,10.876886,TCH39 100 NAT,"145, 18"
40,80,1628,QHMT111,Tân Chánh Hiệp 07,Trụ dừng,Huyện Hóc Môn,Xã Thới Tam Thôn,139,Nguyễn Ánh Thủ,,Đang khai thác,106.622914,10.87514,TCH07 139 NAT,"145, 18"
40,80,1632,QHMT113,Cây xăng Hiệp Thành,Trụ dừng,Huyện Hóc Môn,Xã Thới Tam Thôn,180,Nguyễn Ánh Thủ,,Đang khai thác,106.620308,10.872335,CxHT 180 NAT,"145, 18"
40,80,6840,Q12 185,Bùi Văn Ngữ,Trụ dừng,Quận 12,Phường Hiệp Thành,160,Nguyễn Ảnh Thủ,Có,Đang khai thác,106.618667,10.870575,BVN 160 NAT,"145, 18"
40,80,2256,Q12T097,Tô Ký,Trụ dừng,Quận 12,None,Ct dệt Sài Gòn (kế 652),Nguyễn Ảnh Thủ,,Đang khai thác,106.616119,10.867994,TK CdSG(652) NAT,"145, 18"
40,80,2062,Q12 025,Trường ĐH Lao động Xã hội,Trụ dừng,Quận 12,None,1A (Đối diện 12/8),Tô Ký,,Đang khai thác,106.615861,10.866255,TDLdXh 1A(d12/8) TK,"18, 48"
40,80,2085,Q12 026,Doanh trại Quân Đội,Trụ dừng,Quận 12,None,583,Tô Ký,,Đang khai thác,106.616714,10.863358,DtQD 583 TK,"18, 48"
40,80,2086,Q12 027,Chợ Tân Chánh Hiệp,Trụ dừng,Quận 12,None,Chung cư Toky tower,Tô Ký,,Đang khai thác,106.617562,10.859976,CTCH CcTt TK,"18, 48"
40,80,2087,Q12 028,Chiếc nón Kỳ Diệu,Trụ dừng,Quận 12,None,535,Tô Ký,,Đang khai thác,106.618463,10.858295,CnKD 535 TK,"18, 48"
40,80,2088,Q12 029,Điện lực Hóc Môn,Ô sơn,Quận 12,None,Đối diện điện lực Hóc Môn,Tô Ký,,Đang khai thác,106.621016,10.85653,DlHM DddlHM TK,"18, 48"
40,80,2089,Q12 030,Đông Bắc,Trụ dừng,Quận 12,None,79 (A93-A95),Tô Ký,,Đang khai thác,106.623881,10.855118,DB 79( TK,"18, 24, 55"
40,80,2090,Q12 031,Công viên Phần mềm Quang Trung,Trụ dừng,Quận 12,None,389,Tô Ký,,Đang khai thác,106.625914,10.853248,CvPmQT 389 TK,"18, 24, 55, 62"
40,80,2091,Q12 057,Cầu vượt Quang Trung,Trụ dừng,Quận 12,None,B45,Tô Ký,,Đang khai thác,106.632174,10.84946,CvQT B TK,"18, 24, 55, 61-8, 62"
40,80,2056,Q12 058,Chợ Cầu,Trụ dừng,Quận 12,None,B79,Tô Ký,,Đang khai thác,106.634068,10.848148,CC B TK,"18, 24, 55, 61-8, 62"
40,80,2093,QGV 169,Chợ Cầu,Trụ dừng,Quận Gò Vấp,None,927,Quang Trung,,Đang khai thác,106.638901,10.844987,CC 927 QT,"18, 24, 55"
40,80,2094,QGV 170,Ngã tư Cầu cống,Trụ dừng,Quận Gò Vấp,None,869-871 (Kế A4-A5),Quang Trung,,Đang khai thác,106.640822,10.84367,NtCc 869-871(A QT,"18, 24, 55"
40,80,2095,QGV 171,Công ty Đồng Tâm,Trụ dừng,Quận Gò Vấp,None,819,Quang Trung,,Đang khai thác,106.643359,10.841973,CtDT 819 QT,"18, 24, 55"
40,80,2098,QGV 172,Làng SOS,Nhà chờ,Quận Gò Vấp,None,751 (364),Quang Trung,,Đang khai thác,106.64492,10.840909,LS 751( QT,"18, 24, 55"
40,80,2096,QGV 173,Ngã ba Tân Sơn,Nhà chờ,Quận Gò Vấp,None,Đối diện 972 (Công ty ISUZU),Quang Trung,,Đang khai thác,106.647736,10.839012,NbTS Dd972(tI QT,"18, 24, 55"
40,80,2099,QGV 174,Dệt may Phương Đông,Nhà chờ,Quận Gò Vấp,None,695 (đối diện 97),Quang Trung,,Đang khai thác,106.649839,10.838469,DmPD 695(d97) QT,"18, 24, 55"
40,80,2097,QGV 175,Trường THPT Nguyễn Công Trứ,Nhà chờ,Quận Gò Vấp,None,Đối diện 842,Quang Trung,,Đang khai thác,106.653702,10.837495,TTNCT Dd842 QT,"18, 24, 55"
40,80,4627,QGV 176,Chợ Hạnh Thông Tây,Nhà chờ,Quận Gò Vấp,None,Đối diện 746 (12B),Quang Trung,,Đang khai thác,106.657376,10.836552,CHTT Dd746( QT,"18, 24, 55"
40,80,4628,QGV 177,City Mart,Trụ dừng,Quận Gò Vấp,None,645,Quang Trung,,Đang khai thác,106.661164,10.835614,CM 645 QT,"103, 18, 24, 55"
40,80,926,QGV 178,Chùa Huỳnh Kim,Trụ dừng,Quận Gò Vấp,None,621,Quang Trung,,Đang khai thác,106.663127,10.835034,CHK 621 QT,"103, 18, 24, 55"
40,80,1665,QGV 179,VKSND Quận Gò Vấp,Trụ dừng,Quận Gò Vấp,None,523,Quang Trung,,Đang khai thác,106.666126,10.83318,VQGV 523 QT,"103, 18, 24, 55"
40,80,987,QGV 180,UBND Quận Gò Vấp,Nhà chờ,Quận Gò Vấp,None,387,Quang Trung,,Đang khai thác,106.669414,10.830593,UQGV 387 QT,"103, 18, 24, 55"
40,80,984,QGV 181,Nhà Thờ Xóm Thuốc,Trụ dừng,Quận Gò Vấp,None,305,Quang Trung,,Đang khai thác,106.671903,10.82918,NTXT 305 QT,"103, 18, 24, 55"
40,80,986,QGV 182,Xóm thuốc,Trụ dừng,Quận Gò Vấp,None,205,Quang Trung,,Đang khai thác,106.673995,10.82839,Xt 205 QT,"103, 18, 24, 55"
40,80,988,QGV 183,Công ty 32,Trụ dừng,Quận Gò Vấp,None,67,Quang Trung,,Đang khai thác,106.676688,10.827468,Ct32 67 QT,"103, 18, 24, 55"
40,80,991,QGV 184,Siêu thị Văn Lang,Nhà chờ,Quận Gò Vấp,None,Đối diện Siêu thị Văn Lang,Quang Trung,,Đang khai thác,106.678813,10.826757,StVL DdStVL QT,"103, 18, 24, 55"
40,80,2100,QGV 198,Chi cục Thuế Quận Gò Vấp,Trụ dừng,Quận Gò Vấp,None,159,Nguyễn Văn Nghi,,Đang khai thác,106.68267,10.826267,CcTQGV 159 NVN,"18, 24"
40,80,2103,QGV 199,Chùa Bà Thiên Hậu,Biển treo,Quận Gò Vấp,None,87,Nguyễn Văn Nghi,,Đang khai thác,106.684821,10.82526,CBTH 87 NVN,"18, 24"
40,80,2101,QGV 200,Trường Đại học Công nghiệp,Trụ dừng,Quận Gò Vấp,None,5,Nguyễn Văn Nghi,,Đang khai thác,106.688254,10.822394,TDhCn 5 NVN,"146, 18, 24"
40,80,2104,QGV 186,Ngã Ba Nguyên Hồng,Trụ dừng,Quận Gò Vấp,None,497,Lê Quang Định,,Đang khai thác,106.689091,10.817789,NBNH 497 LQD,"146, 18, 24"
40,80,2106,QBTH 090,Chùa Già Lam,Trụ dừng,Quận Bình Thạnh,None,435,Lê Quang Định,,Đang khai thác,106.689016,10.81517,CGL 435 LQD,"146, 18, 24"
40,80,2105,QBTH 089,Ngã Tư Xóm Gà,Trụ dừng,Quận Bình Thạnh,None,337,Lê Quang Định,,Đang khai thác,106.690426,10.812019,NTXG 337 LQD,"146, 18, 24"
40,80,2108,QBTH 088,Chùa Hưng Gia Tự,Trụ dừng,Quận Bình Thạnh,None,235,Lê Quang Định,,Đang khai thác,106.693071,10.809379,CHGT 235 LQD,"18, 24"
40,80,2107,QBTH 111,Hồ bơi Đại Đồng,Trụ dừng,Quận Bình Thạnh,None,27,Nơ Trang Long,,Đang khai thác,106.694954,10.806992,HbDD 27 NTL,"18, 31, 36, 64"
40,80,2110,QBTH 112,Bệnh Viện Gia Định,Nhà chờ,Quận Bình Thạnh,Phường 12,1,Nơ Trang Long,,Đang khai thác,106.694884,10.803984,BVGD 1 NTL,"146, 18, 31, 36, 64, 91"
40,80,422,QBTHT056,UBND Quận Bình Thạnh,Trụ dừng,Quận Bình Thạnh,None,3,Phan Đăng Lưu,,Đang khai thác,106.695153,10.802666,UQBT 3 PDL,"08, 104, 18, 31, 36, 55"
40,80,2037,QBTH 046,Lăng Ông Bà Chiểu,Nhà chờ,Quận Bình Thạnh,None,129,Đinh Tiên Hoàng,,Đang khai thác,106.696435,10.801807,LOBC 129 DTH,"18, 31, 36, 91"
40,80,2034,QBTH 047,Bệnh viện Bình Thạnh,Trụ dừng,Quận Bình Thạnh,None,95,Đinh Tiên Hoàng,,Đang khai thác,106.69615,10.797571,BvBT 95 DTH,"18, 31, 36, 91"
40,80,2112,QBTH 048,Cầu Bông,Trụ dừng,Quận Bình Thạnh,None,51,Đinh Tiên Hoàng,,Đang khai thác,106.696011,10.795247,CB 51 DTH,"18, 31, 36, 91"
40,80,726,Q1 073,Đền Trần Hưng Đạo,Trụ dừng,Quận 1,None,18,Võ Thị Sáu,,Đang khai thác,106.695238,10.791369,DTHD 18 VTS,"10, 18, 91"
40,80,2111,Q1 074,Công viên Lê Văn Tám,Nhà chờ,Quận 1,None,78,Võ Thị Sáu,,Đang khai thác,106.692818,10.788896,CvLVT 78 VTS,"18, 91"
40,80,233,Q3 031,Công viên Lê Văn Tám,Trụ dừng,Quận 3,Phường 06,243,Hai Bà Trưng,,Đang khai thác,106.692653,10.787174,CvLVT 243 HBT,"03, 18, 31"
40,80,235,Q3 032,Trần Cao Vân,Trụ dừng,Quận 3,None,157,Hai Bà Trưng,,Đang khai thác,106.696625,10.784023,TCV 157 HBT,"03, 18"
40,80,2696,Q1 086,Diamond Plaza,Trụ dừng,Quận 1,None,34,Lê Duẩn,,Đang khai thác,106.698704,10.780914,DP 34 LD,"18, 30, D1"
40,80,200,Q1 075,Tòa án Nhân dân Thành Phố,Nhà chờ,Quận 1,None,131,Nam Kỳ Khởi Nghĩa,,Đang khai thác,106.698647,10.776052,TaNdTP 131 NKKN,"04, 109, 152, 18, 31, 36, 52, 93"
40,80,199,Q1 076,Chùa Ông,Trụ dừng,Quận 1,None,Đối diện 96A,Nam Kỳ Khởi Nghĩa,,Đang khai thác,106.699722,10.773957,CO Dd96A NKKN,"04, 109, 152, 18, 31, 36, 44, 52, 93"
40,80,201,Q1 077,Trường CĐKT Cao Thắng,Trụ dừng,Quận 1,None,Đối diện 86,Nam Kỳ Khởi Nghĩa,,Đang khai thác,106.700851,10.771416,TCCT Dd86 NKKN,"04, 109, 152, 18, 31, 36, 52, 93"
40,80,82,Q1 023,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Bến Thành,Hàm Nghi 16 (140),Hàm Nghi,,Đang khai thác,106.699326,10.771243,TTctdHN HN16( HN,"04, 18, 20"
40,80,7273,Q1 187,Khách sạn New World,Ô sơn,Quận 1,Phường Bến Thành,Đối diện cây xanh số 105,Lê Lai,Có,Đang khai thác,106.695946,10.770964,KsNW Ddcxs105 LL,"03, 04, 102, 109, 18, 19, 20, 34, 36, 39, 52, 75, 86, 88, 93"
40,80,7274,Q1 188,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Bến Thành,94-96,Lê Lai,Có,Đang khai thác,106.693495,10.769952,NTN 94-96 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93"
40,80,7275,Q1 189,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Bến Thành,202-204,Lê Lai,Có,Đang khai thác,106.690469,10.768761,TTT 202-204 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93"
40,80,35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 120, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 61-6, 65, 69, 70-3, 72, 75, 86, 88, 93, D1"
40,79,35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 120, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 61-6, 65, 69, 70-3, 72, 75, 86, 88, 93, D1"
40,79,7276,Q1 190,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,277-279-275Y,Phạm Ngũ Lão,Có,Đang khai thác,106.690941,10.76767,TTT 277-279-275Y PNL,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 75, 86, 88, 93"
40,79,7277,Q1 191,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,187,Phạm Ngũ Lão,Có,Đang khai thác,106.693699,10.768788,NTN 187 PNL,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 93, DL01"
40,79,7278,Q1 192,Trường Emst Thalmann,Nhà chờ,Quận 1,Phường Phạm Ngũ Lão,Trường Emst Thalmann,Phạm Ngũ Lão,Có,Đang khai thác,106.695587,10.769504,TET TET PNL,"03, 04, 102, 109, 18, 19, 20, 34, 36, 39, 52, 65, 69, 93"
40,79,7264,Q1 178,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm nghi 3,Hàm Nghi,Có,Đang khai thác,106.700758,10.770985,TTctdHN Hn3 HN,"18, 31, 36, 44, 65"
40,79,1256,Q1 195,Chợ Cũ,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,89A,Hàm Nghi,,Đang khai thác,106.701998,10.770811,CC 89A HN,"01, 03, 04, 152, 18, 19, 31, 36, 45, 52, 56, 61-6, 75, 86, 88, 93"
40,79,4271,Q1 078,Đền Thờ Ấn Giáo, Pasteur,Nhà chờ,Quận 1,None,Đền Thờ Ấn Giáo,Pasteur,,Đang khai thác,106.70139,10.773595,DTAGP DTAG P,"04, 109, 152, 18, 31, 36, 52, 93"
40,79,2724,Q1 079,Lê Thánh Tôn,Trụ dừng,Quận 1,None,144,Pasteur,,Đang khai thác,106.700768,10.775088,LTT 144 P,"04, 109, 152, 18, 31, 36, 52, 93"
40,79,4272,Q1 080,Lý Tự Trọng,Trụ dừng,Quận 1,None,158,Pasteur,,Đang khai thác,106.699657,10.777089,LTT 158 P,"04, 109, 152, 18, 31, 36, 52, 93"
40,79,4273,Q1 081,Lê Duẫn,Trụ dừng,Quận 1,None,178,Pasteur,,Đang khai thác,106.698333,10.778307999999999,LD 178 P,"04, 109, 120, 152, 18, 31, 36, 52, 93"
40,79,2692,Q1 083,Diamond Plaza,Trụ dừng,Quận 1,None,47,Lê Duẩn,,Đang khai thác,106.699058,10.780898,DP 47 LD,"18, 30"
40,79,2029,Q1 084,Khách sạn Sofitel,Trụ dừng,Quận 1,None,Sofitel Plaza,Lê Duẩn,,Đang khai thác,106.702303,10.78417,KsS SP LD,"18, 19, 30"
40,79,1096,Q1 011,Đại học Khoa học xã hội nhân văn,Nhà chờ,Quận 1,None,10,Đinh Tiên Hoàng,,Đang khai thác,106.702663,10.785778,DhKhxhnv 10 DTH,"18, 19, 61-6"
40,79,2030,Q1 012,SVĐ Hoa Lư,Nhà chờ,Quận 1,None,2,Đinh Tiên Hoàng,,Đang khai thác,106.701027,10.7872,SHL 2 DTH,"18"
40,79,2031,Q1 013,Trường Trung cấp kỹ thuật nông nghiệp Tp HCM,Nhà chờ,Quận 1,Phường Đa Kao,40,Đinh Tiên Hoàng,Có,Đang khai thác,106.698747,10.789292,TTcktnnTH 40 DTH,"18"
40,79,2033,QBTH 043,Cầu Bông,Trụ dừng,Quận Bình Thạnh,None,96,Đinh Tiên Hoàng,,Đang khai thác,106.696225,10.796032,CB 96 DTH,"18, 31, 36, 91"
40,79,2727,QBTH 044,Bệnh viện Bình Thạnh,Nhà chờ,Quận Bình Thạnh,None,114,Đinh Tiên Hoàng,,Đang khai thác,106.696419,10.79864,BvBT 114 DTH,"18, 31, 36, 91"
40,79,2109,QBTH 045,Lăng Ông Bà Chiểu,Nhà chờ,Quận Bình Thạnh,None,Đối diện 129,Đinh Tiên Hoàng,,Đang khai thác,106.696579,10.80107,LOBC Dd129 DTH,"18, 31, 36, 91"
40,79,591,QBTH 115,UBND Quận Bình Thạnh,Trụ dừng,Quận Bình Thạnh,Phường 14,6-8,Phan Đăng Lưu,,Đang khai thác,106.695786,10.802819,UQBT 6-8 PDL,"08, 104, 18, 31, 36, 55, 91"
40,79,2039,QBTH 097,Bệnh Viện Gia Định,Nhà chờ,Quận Bình Thạnh,None,2,Nơ Trang Long,,Đang khai thác,106.695013,10.803488,BVGD 2 NTL,"146, 18, 31, 36, 64, 91"
40,79,2035,QBTH 098,Hồ bơi Đại Đồng,Trụ dừng,Quận Bình Thạnh,None,48,Nơ Trang Long,,Đang khai thác,106.695131,10.806355,HbDD 48 NTL,"18, 31, 36, 64"
40,79,2041,QBTH 094,Ngã Tư Bình Hòa,Trụ dừng,Quận Bình Thạnh,None,276,Lê Quang Định,,Đang khai thác,106.694418,10.80871,NTBH 276 LQD,"18, 24"
40,79,2036,QBTH 093,Chùa Hưng Gia Tự ,Trụ dừng,Quận Bình Thạnh,None,336,Lê Quang Định,,Đang khai thác,106.692637,10.810033,CHGT 336 LQD,"18, 24"
40,79,2038,QBTH 092,Ngã Tư Xóm Gà,Trụ dừng,Quận Bình Thạnh,None,424,Lê Quang Định,,Đang khai thác,106.69085,10.811666,NTXG 424 LQD,"146, 18, 24"
40,79,2043,QBTH 091,Chùa Già Lam,Trụ dừng,Quận Bình Thạnh,None,488,Lê Quang Định,,Đang khai thác,106.68974,10.814522,CGL 488 LQD,"146, 18, 24"
40,79,2047,QGV 185,Ngã Ba Nguyên Hồng,Trụ dừng,Quận Gò Vấp,None,566,Lê Quang Định,,Đang khai thác,106.689,10.817294,NBNH 566 LQD,"146, 18, 24"
